word,synonym
capaciousness,commodiousness
fullness,voluminosity
fullness,voluminousness
gigantism,giantism
largeness,extensiveness
smallness,littleness
diminutiveness,minuteness
diminutiveness,petiteness
diminutiveness,tininess
diminutiveness,weeness
delicacy,slightness
puniness,runtiness
puniness,stuntedness
positivity,positiveness
negativity,negativeness
increase,increment
amplification,gain
complement,accompaniment
decrease,decrement
raise,rise
raise,wage_hike
raise,hike
raise,wage_increase
raise,salary_increase
rise,boost
rise,hike
rise,cost_increase
supplement,supplementation
tax-increase,tax_boost
tax-increase,tax_hike
drop,dip
drop,fall
drop,free_fall
dollar_volume,turnover
stuffiness,closeness
sufficiency,adequacy
insufficiency,inadequacy
insufficiency,deficiency
meagerness,meagreness
meagerness,leanness
meagerness,poorness
meagerness,scantiness
meagerness,scantness
meagerness,exiguity
deficit,shortage
deficit,shortfall
sparseness,spareness
sparseness,sparsity
sparseness,thinness
abundance,copiousness
abundance,teemingness
amplitude,bountifulness
amplitude,bounty
plenty,plentifulness
plenty,plenteousness
plenty,plenitude
plenty,plentitude
profusion,profuseness
profusion,richness
profusion,cornucopia
luxuriance,lushness
luxuriance,voluptuousness
greenness,verdancy
greenness,verdure
scarcity,scarceness
dearth,paucity
rarity,rareness
rarity,infrequency
moderation,moderateness
immoderation,immoderateness
excess,excessiveness
excess,inordinateness
sun_protection_factor,SPF
extravagance,extravagancy
exorbitance,outrageousness
overabundance,overmuch
overabundance,overmuchness
overabundance,superabundance
excess,surplus
excess,surplusage
excess,nimiety
glut,oversupply
glut,surfeit
overplus,plethora
overplus,superfluity
overplus,embarrassment
redundancy,redundance
fifth_wheel,deadwood
margin_of_safety,safety_margin
margin_of_safety,margin_of_error
narrow_margin,narrowness
narrow_margin,slimness
number,figure
numerousness,numerosity
numerousness,multiplicity
preponderance,prevalence
innumerableness,countlessness
majority,bulk
limit,bound
limit,boundary
starkness,absoluteness
starkness,utterness
thermal_barrier,heat_barrier
utmost,uttermost
utmost,maximum
utmost,level_best
verge,brink
scope,range
scope,reach
scope,orbit
scope,compass
scope,ambit
approximate_range,ballpark
internationality,internationalism
head_register,head_voice
head_register,head_tone
chest_register,chest_voice
chest_register,chest_tone
horizon,view
horizon,purview
sweep,expanse
palette,pallet
area,expanse
area,surface_area
acreage,land_area
distance,length
wingspan,wingspread
hour,minute
mileage,milage
altitude,height
grade,ground_level
combat_ceiling,service_ceiling
extension,lengthiness
extension,prolongation
depth,deepness
deepness,profundity
deepness,profoundness
draft,draught
width,breadth
wideness,broadness
thickness,heaviness
fineness,thinness
height,tallness
highness,loftiness
squatness,stubbiness
shortness,truncation
merit,virtue
demerit,fault
worthlessness,ineptitude
groundlessness,idleness
paltriness,sorriness
shoddiness,trashiness
damn,darn
damn,hoot
damn,red_cent
damn,shit
damn,shucks
damn,tinker's_damn
damn,tinker's_dam
vanity,emptiness
invaluableness,preciousness
invaluableness,pricelessness
invaluableness,valuableness
desirability,desirableness
good,goodness
benefit,welfare
advantage,reward
sake,interest
bad,badness
four_horsemen,Four_Horsemen
monetary_value,price
monetary_value,cost
marginal_cost,incremental_cost
marginal_cost,differential_cost
costliness,dearness
costliness,preciousness
lavishness,luxury
lavishness,sumptuosity
lavishness,sumptuousness
reasonableness,moderateness
reasonableness,modestness
bargain_rate,cheapness
bargain_rate,cut_rate
bargain_rate,cut_price
fruitfulness,fecundity
richness,rankness
richness,prolificacy
richness,fertility
productiveness,productivity
fruitlessness,aridity
fruitlessness,barrenness
utility,usefulness
detergency,detergence
function,purpose
function,role
function,use
avail,help
avail,service
serviceability,serviceableness
serviceability,usableness
serviceability,useableness
serviceability,usability
inutility,uselessness
inutility,unusefulness
realism,pragmatism
practicability,practicableness
feasibility,feasibleness
knight_errantry,quixotism
impracticability,impracticableness
infeasibility,unfeasibility
competence,competency
incompetence,incompetency
asset,plus
aid,assistance
aid,help
recourse,refuge
recourse,resort
advantage,vantage
favor,favour
pull,clout
start,head_start
profit,gain
profitableness,profitability
profitableness,gainfulness
profitableness,lucrativeness
expedience,expediency
superiority,favorable_position
superiority,favourable_position
upper_hand,whip_hand
forte,strong_suit
forte,long_suit
forte,metier
forte,specialty
forte,speciality
forte,strong_point
forte,strength
green_thumb,green_fingers
common_good,commonweal
wisdom,wiseness
wisdom,soundness
favorableness,favourableness
favorableness,advantageousness
favorableness,positivity
favorableness,positiveness
favorableness,profitableness
auspiciousness,propitiousness
unfavorableness,unfavourableness
inauspiciousness,unpropitiousness
defect,shortcoming
awkwardness,nuisance_value
loss,deprivation
price,cost
price,toll
catch,gimmick
inferiority,unfavorable_position
inexpedience,inexpediency
unprofitableness,unprofitability
harmfulness,injuriousness
virulence,virulency
positivity,positiveness
positivity,positivism
assertiveness,self-assertiveness
bumptiousness,cockiness
bumptiousness,pushiness
bumptiousness,forwardness
negativity,negativeness
negativity,negativism
greatness,illustriousness
purposefulness,sense_of_purpose
consequence,import
consequence,moment
essentiality,essentialness
indispensability,indispensableness
indispensability,vitalness
edge,sharpness
imperativeness,instancy
weight,weightiness
dispensability,dispensableness
pettiness,triviality
pettiness,slightness
pettiness,puniness
inanity,senselessness
inanity,mindlessness
inanity,vacuity
inanity,pointlessness
purposelessness,aimlessness
claim,title
entree,access
entree,accession
entree,admission
entree,admittance
authority,authorization
authority,authorisation
authority,sanction
conjugal_visitation_right,conjugal_visitation
preemption,pre-emption
preemption,pre-emption
prerogative,privilege
prerogative,perquisite
prerogative,exclusive_right
marital_communications_privilege,husband-wife_privilege
title,claim
freedom_from_self-incrimination,privilege_against_self_incrimination
right_to_vote,vote
right_to_vote,suffrage
franchise,enfranchisement
water_right,riparian_right
use,enjoyment
power,powerfulness
persuasiveness,strength
irresistibility,irresistibleness
interest,interestingness
newsworthiness,news
color,colour
color,vividness
stranglehold,chokehold
stranglehold,throttlehold
dead_hand,dead_hand_of_the_past
dead_hand,mortmain
grip,grasp
repellent,repellant
authority,authorization
authority,authorisation
authority,potency
authority,dominance
authority,say-so
legal_power,jurisdiction
free_will,discretion
effectiveness,effectivity
effectiveness,effectualness
effectiveness,effectuality
incisiveness,trenchancy
efficacy,efficaciousness
magical_ability,magical_power
midas_touch,Midas_touch
astringency,stypsis
capability,capableness
military_capability,military_strength
military_capability,strength
military_capability,military_posture
military_capability,posture
operating_capability,performance_capability
powerlessness,impotence
powerlessness,impotency
helplessness,weakness
helplessness,impuissance
boringness,dreariness
boringness,insipidness
boringness,insipidity
tediousness,tedium
tediousness,tiresomeness
jejunity,jejuneness
jejunity,tameness
jejunity,vapidity
jejunity,vapidness
ponderousness,heaviness
inability,unfitness
incapability,incapableness
ineffectiveness,ineffectualness
ineffectiveness,ineffectuality
inefficacy,inefficaciousness
romanticism,romance
infiniteness,infinitude
infiniteness,unboundedness
infiniteness,boundlessness
infiniteness,limitlessness
finiteness,finitude
finiteness,boundedness
quantifiability,measurability
hot_stuff,voluptuousness
humor,humour
pathos,poignancy
brachycephaly,brachycephalism
dolichocephaly,dolichocephalism
unresponsiveness,deadness
frigidity,frigidness
totipotency,totipotence
solvability,solubility
unsolvability,insolubility
woodiness,woodsiness
body,organic_structure
body,physical_structure
human_body,physical_body
human_body,material_body
human_body,soma
human_body,build
human_body,figure
human_body,physique
human_body,anatomy
human_body,shape
human_body,bod
human_body,chassis
human_body,frame
human_body,form
human_body,flesh
body,dead_body
cadaver,corpse
cadaver,stiff
cadaver,clay
cadaver,remains
adult_female_body,woman's_body
adult_male_body,man's_body
adnexa,annexa
area,region
groove,vallecula
fissure_of_rolando,fissure_of_Rolando
fissure_of_rolando,Rolando's_fissure
fissure_of_rolando,central_sulcus
fissure_of_rolando,sulcus_centralis
fissure_of_sylvius,fissure_of_Sylvius
fissure_of_sylvius,Sylvian_fissure
fissure_of_sylvius,lateral_cerebral_sulcus
fissure_of_sylvius,sulcus_lateralis_cerebri
parieto-occipital_sulcus,parieto-occipital_fissure
calcarine_sulcus,calcarine_fissure
hilus,hilum
structure,anatomical_structure
structure,complex_body_part
structure,bodily_structure
structure,body_structure
fornix,trigonum_cerebrale
mamillary_body,mammillary_body
mamillary_body,corpus_mamillare
chiasma,chiasm
chiasma,decussation
optic_chiasma,optic_chiasm
optic_chiasma,chiasma_opticum
optic_radiation,radiatio_optica
filament,filum
fiber,fibre
auriculare,auricular_point
glabella,mesophyron
jugale,jugal_point
orbitale,orbital_point
prosthion,prostheon
prosthion,alveolar_point
plexus,rete
autonomic_plexus,plexus_autonomici
sheath,case
skin,tegument
skin,cutis
epithelium,epithelial_tissue
epidermis,cuticle
columnar_cell,columnar_epithelial_cell
cuboidal_cell,cuboidal_epithelial_cell
kupffer's_cell,Kupffer's_cell
stratum_corneum,corneum
stratum_corneum,horny_layer
stratum_germinativum,stratum_basale
stratum_germinativum,malpighian_layer
stratum_germinativum,rete_Malpighii
dermis,corium
dermis,derma
mantle,pallium
amyloid_plaque,amyloid_protein_plaque
dental_plaque,bacterial_plaque
macule,macula
freckle,lentigo
whitehead,milium
blackhead,comedo
tube,tube-shaped_structure
nephron,uriniferous_tubule
malpighian_body,malpighian_corpuscle
malpighian_body,renal_corpuscle
bowman's_capsule,Bowman's_capsule
bowman's_capsule,glomerular_capsule
bowman's_capsule,capsula_glomeruli
tomentum,tomentum_cerebri
passage,passageway
auditory_meatus,acoustic_meatus
auditory_meatus,ear_canal
auditory_meatus,auditory_canal
auditory_meatus,external_auditory_canal
deltoid_tuberosity,deltoid_eminence
spinal_canal,vertebral_canal
spinal_canal,canalis_vertebralis
anastomosis,inosculation
orifice,opening
orifice,porta
duct,epithelial_duct
duct,canal
duct,channel
ductule,ductulus
canal_of_schlemm,canal_of_Schlemm
canal_of_schlemm,Schlemm's_canal
canal_of_schlemm,sinus_venosus_sclerae
venous_sinus,sinus
cavernous_sinus,sinus_cavernosus
coronary_sinus,sinus_coronarius
sigmoid_sinus,sinus_sigmoideus
straight_sinus,tentorial_sinus
straight_sinus,sinus_rectus
transverse_sinus,sinus_transversus
ethmoid_sinus,ethmoidal_sinus
ethmoid_sinus,sinus_ethmoidales
paranasal_sinus,sinus_paranasales
paranasal_sinus,nasal_sinus
locule,loculus
hair,pilus
down,pile
mane,head_of_hair
part,parting
hairdo,hairstyle
hairdo,hair_style
hairdo,coiffure
hairdo,coif
lock,curl
lock,ringlet
lock,whorl
spit_curl,kiss_curl
afro,Afro
afro,Afro_hairdo
bang,fringe
braid,plait
braid,tress
braid,twist
permanent_wave,permanent
permanent_wave,perm
crew_cut,flattop
mohawk,mohawk_haircut
beard,face_fungus
beard,whiskers
imperial,imperial_beard
